suite,slice,decisions,action_changed,helpful_rate,harmful_rate,neutral_rate,mean_delta_regret,p95_delta_regret,mean_delta_miss,base_target_match,compute_target_match,baseline_error_recovery,baseline_success_break
a1_multiheavy_mixed_compute_round9_eval_seed316,overall,1318,0.01896813353566009,0.012898330804248861,0.006069802731411229,0.9810318664643399,-0.02455074255310892,0.0,0.0007587253414264037,0.956752655538695,0.9628224582701063,0.002276176024279211,0.006069802731411229
a1_multiheavy_mixed_compute_round9_eval_seed316,hard_near_tie,199,0.02512562814070352,0.01507537688442211,0.010050251256281407,0.9748743718592965,-0.030208942279144748,0.0,0.0,0.8844221105527639,0.8894472361809045,0.01507537688442211,0.010050251256281407
a1_multiheavy_mixed_compute_round9_eval_seed316,stable_near_tie,190,0.02631578947368421,0.015789473684210527,0.010526315789473684,0.9736842105263158,-0.03163989217657792,0.0,0.0,0.8947368421052632,0.9,0.015789473684210527,0.010526315789473684
a1_multiheavy_mixed_compute_round9_eval_seed316,high_headroom_near_tie,15,0.2,0.2,0.0,0.8,-0.516564687093099,0.0,0.0,0.0,0.2,0.2,0.0
a1_multiheavy_mixed_compute_round9_eval_seed316,baseline_error_near_tie,23,0.13043478260869565,0.13043478260869565,0.0,0.8695652173913043,-0.3368900133215863,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.0
a1_multiheavy_mixed_compute_round9_eval_seed316,large_gap_control,308,0.00974025974025974,0.006493506493506494,0.003246753246753247,0.9902597402597403,-0.012750006341314936,0.0,0.0,0.9935064935064936,0.9967532467532467,0.0,0.003246753246753247
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,overall,1711,0.0017533606078316774,0.0,0.0017533606078316774,0.9982466393921683,0.011843054284832061,0.0,0.0005844535359438924,0.9701928696668615,0.9684395090590298,0.0,0.0017533606078316774
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,hard_near_tie,330,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8818181818181818,0.8818181818181818,0.0,0.0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,stable_near_tie,312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8942307692307693,0.8942307692307693,0.0,0.0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,high_headroom_near_tie,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,baseline_error_near_tie,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,large_gap_control,529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,overall,1310,0.013740458015267175,0.012213740458015267,0.0015267175572519084,0.9862595419847329,-0.05033480083669415,0.0,0.0,0.9580152671755725,0.9687022900763359,0.0,0.0015267175572519084
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,hard_near_tie,128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9296875,0.9296875,0.0,0.0
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,stable_near_tie,124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9596774193548387,0.9596774193548387,0.0,0.0
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,high_headroom_near_tie,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,baseline_error_near_tie,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,large_gap_control,133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
